seq,HOTA(0),LocA(0),HOTALocA(0),HOTA___5,HOTA___10,HOTA___15,HOTA___20,HOTA___25,HOTA___30,HOTA___35,HOTA___40,HOTA___45,HOTA___50,HOTA___55,HOTA___60,HOTA___65,HOTA___70,HOTA___75,HOTA___80,HOTA___85,HOTA___90,HOTA___95,HOTA___AUC,DetA___5,DetA___10,DetA___15,DetA___20,DetA___25,DetA___30,DetA___35,DetA___40,DetA___45,DetA___50,DetA___55,DetA___60,DetA___65,DetA___70,DetA___75,DetA___80,DetA___85,DetA___90,DetA___95,DetA___AUC,AssA___5,AssA___10,AssA___15,AssA___20,AssA___25,AssA___30,AssA___35,AssA___40,AssA___45,AssA___50,AssA___55,AssA___60,AssA___65,AssA___70,AssA___75,AssA___80,AssA___85,AssA___90,AssA___95,AssA___AUC,DetRe___5,DetRe___10,DetRe___15,DetRe___20,DetRe___25,DetRe___30,DetRe___35,DetRe___40,DetRe___45,DetRe___50,DetRe___55,DetRe___60,DetRe___65,DetRe___70,DetRe___75,DetRe___80,DetRe___85,DetRe___90,DetRe___95,DetRe___AUC,DetPr___5,DetPr___10,DetPr___15,DetPr___20,DetPr___25,DetPr___30,DetPr___35,DetPr___40,DetPr___45,DetPr___50,DetPr___55,DetPr___60,DetPr___65,DetPr___70,DetPr___75,DetPr___80,DetPr___85,DetPr___90,DetPr___95,DetPr___AUC,AssRe___5,AssRe___10,AssRe___15,AssRe___20,AssRe___25,AssRe___30,AssRe___35,AssRe___40,AssRe___45,AssRe___50,AssRe___55,AssRe___60,AssRe___65,AssRe___70,AssRe___75,AssRe___80,AssRe___85,AssRe___90,AssRe___95,AssRe___AUC,AssPr___5,AssPr___10,AssPr___15,AssPr___20,AssPr___25,AssPr___30,AssPr___35,AssPr___40,AssPr___45,AssPr___50,AssPr___55,AssPr___60,AssPr___65,AssPr___70,AssPr___75,AssPr___80,AssPr___85,AssPr___90,AssPr___95,AssPr___AUC,LocA___5,LocA___10,LocA___15,LocA___20,LocA___25,LocA___30,LocA___35,LocA___40,LocA___45,LocA___50,LocA___55,LocA___60,LocA___65,LocA___70,LocA___75,LocA___80,LocA___85,LocA___90,LocA___95,LocA___AUC,RHOTA___5,RHOTA___10,RHOTA___15,RHOTA___20,RHOTA___25,RHOTA___30,RHOTA___35,RHOTA___40,RHOTA___45,RHOTA___50,RHOTA___55,RHOTA___60,RHOTA___65,RHOTA___70,RHOTA___75,RHOTA___80,RHOTA___85,RHOTA___90,RHOTA___95,RHOTA___AUC,HOTA_TP___5,HOTA_TP___10,HOTA_TP___15,HOTA_TP___20,HOTA_TP___25,HOTA_TP___30,HOTA_TP___35,HOTA_TP___40,HOTA_TP___45,HOTA_TP___50,HOTA_TP___55,HOTA_TP___60,HOTA_TP___65,HOTA_TP___70,HOTA_TP___75,HOTA_TP___80,HOTA_TP___85,HOTA_TP___90,HOTA_TP___95,HOTA_TP___AUC,HOTA_FN___5,HOTA_FN___10,HOTA_FN___15,HOTA_FN___20,HOTA_FN___25,HOTA_FN___30,HOTA_FN___35,HOTA_FN___40,HOTA_FN___45,HOTA_FN___50,HOTA_FN___55,HOTA_FN___60,HOTA_FN___65,HOTA_FN___70,HOTA_FN___75,HOTA_FN___80,HOTA_FN___85,HOTA_FN___90,HOTA_FN___95,HOTA_FN___AUC,HOTA_FP___5,HOTA_FP___10,HOTA_FP___15,HOTA_FP___20,HOTA_FP___25,HOTA_FP___30,HOTA_FP___35,HOTA_FP___40,HOTA_FP___45,HOTA_FP___50,HOTA_FP___55,HOTA_FP___60,HOTA_FP___65,HOTA_FP___70,HOTA_FP___75,HOTA_FP___80,HOTA_FP___85,HOTA_FP___90,HOTA_FP___95,HOTA_FP___AUC,MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,sMOTA,CLR_F1,FP_per_frame,MOTAL,MOTP_sum,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,CLR_Frames,IDF1,IDR,IDP,IDTP,IDFN,IDFP,STDA,ATA,FDA,SFDA,VACE_IDs,VACE_GT_IDs,num_non_empty_timesteps,J-Mean,J-Recall,J-Decay,F-Mean,F-Recall,F-Decay,J&F,num_gt_tracks,Dets,GT_Dets,IDs,GT_IDs
COMBINED,0.25922300452620406,0.557050480212364,0.1444002991534138,0.25922300452620406,0.25395606792490893,0.25395606792490893,0.25395606792490893,0.25395606792490893,0.25395606792490893,0.25395606792490893,0.25395606792490893,0.25395606792490893,0.25395606792490893,0.2381208935274655,0.14232487371765568,0.10556701997445614,0.046494866959438996,0.014778369950715756,0.0,0.0,0.0,0.0,0.16274282315684824,0.08931185944363104,0.07514450867052024,0.07514450867052024,0.07514450867052024,0.07514450867052024,0.07514450867052024,0.07514450867052024,0.07514450867052024,0.07514450867052024,0.07514450867052024,0.06896551724137931,0.0449438202247191,0.03477051460361613,0.01639344262295082,0.005405405405405406,0.0,0.0,0.0,0.0,0.04926795460928336,0.7523812234365512,0.8582621082621082,0.8582621082621082,0.8582621082621082,0.8582621082621082,0.8582621082621082,0.8582621082621082,0.8582621082621082,0.8582621082621082,0.8582621082621082,0.8221726190476191,0.4507042253521127,0.3205128205128205,0.13186813186813187,0.04040404040404041,0.0,0.0,0.0,0.0,0.53907379131475,0.09546165884194054,0.081377151799687,0.081377151799687,0.081377151799687,0.081377151799687,0.081377151799687,0.081377151799687,0.081377151799687,0.081377151799687,0.081377151799687,0.07511737089201878,0.050078247261345854,0.03912363067292645,0.018779342723004695,0.006259780907668232,0.0,0.0,0.0,0.0,0.05353759986821514,0.580952380952381,0.49523809523809526,0.49523809523809526,0.49523809523809526,0.49523809523809526,0.49523809523809526,0.49523809523809526,0.49523809523809526,0.49523809523809526,0.49523809523809526,0.45714285714285713,0.3047619047619048,0.23809523809523808,0.11428571428571428,0.0380952380952381,0.0,0.0,0.0,0.0,0.32581453634085217,0.7562234365513053,0.8582621082621082,0.8582621082621082,0.8582621082621082,0.8582621082621082,0.8582621082621082,0.8582621082621082,0.8582621082621082,0.8582621082621082,0.8582621082621082,0.8526234567901234,0.5925925925925926,0.46296296296296297,0.2222222222222222,0.07407407407407407,0.0,0.0,0.0,0.0,0.5623714589238029,0.9223468507333908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9461451247165532,0.6530612244897959,0.5102040816326531,0.24489795918367344,0.08163265306122448,0.0,0.0,0.0,0.0,0.6504362049377521,0.557050480212364,0.641636600886807,0.641636600886807,0.641636600886807,0.641636600886807,0.641636600886807,0.641636600886807,0.641636600886807,0.641636600886807,0.641636600886807,0.6517058287649605,0.6883928102659368,0.7062749375543789,0.7382211864184618,0.7688395102907195,1.0,1.0,1.0,1.0,0.7308007453414781,0.2679991784890056,0.2642781221894181,0.2642781221894181,0.2642781221894181,0.2642781221894181,0.2642781221894181,0.2642781221894181,0.2642781221894181,0.2642781221894181,0.2642781221894181,0.24851447757074932,0.15023474178403756,0.11198046800974513,0.04976340867137244,0.015903472599211405,0.0,0.0,0.0,0.0,0.16962625509625706,61.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,48.0,32.0,25.0,12.0,4.0,0.0,0.0,0.0,0.0,34.21052631578947,578.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,591.0,607.0,614.0,627.0,635.0,639.0,639.0,639.0,639.0,604.7894736842105,44.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,57.0,73.0,80.0,93.0,101.0,105.0,105.0,105.0,105.0,70.78947368421052,-0.001564945226917058,0.641636600886807,-0.001564945226917058,0.081377151799687,0.49523809523809526,0.08333333333333333,0.0,0.9166666666666666,-0.030727537956003192,0.13978494623655913,0.9814814814814815,-0.001564945226917058,33.36510324611396,52,587,53,0,1,0,11,3.0,54,0.13978494623655913,0.081377151799687,0.49523809523809526,52,587,53,0.962962962962963,0.12037037037037038,4.904498711938113,0.09082405022107617,4.0,12.0,54.0,0.06654554638906844,0.09413580246913582,-0.036132231010706305,0.10074860732413043,0.09413580246913582,-0.030816650937296627,0.08364707685659944,12,105,639,4,12
